sample_id,dataset_name,sequence_id,frame_id,track_id,source_file,weather,camera_state,area_ratio,size_bucket,boundary_status,truncation_ratio,sampling_method,visual_assessment,mapped_class,include_for_training,preserve_original_class,reviewer,review_date,review_status,evidence_path,notes
UA_OTHERS_STRAT_011,UA-DETRAC Original,MVI_40732,1525,60,DETRAC-Images/DETRAC-Images/MVI_40732/img01525.jpg,NIGHT,STABLE,0.00296871,MEDIUM,BOUNDARY_CLIPPED,0.51904,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_01.jpg,Bus is visible.
UA_OTHERS_STRAT_012,UA-DETRAC Original,MVI_40774,587,13,DETRAC-Images/DETRAC-Images/MVI_40774/img00587.jpg,NIGHT,STABLE,0.00814034,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_01.jpg,Bus is visible.
UA_OTHERS_STRAT_013,UA-DETRAC Original,MVI_40771,54,17,DETRAC-Images/DETRAC-Images/MVI_40771/img00054.jpg,NIGHT,UNSTABLE,0.08614242,LARGE,BOUNDARY_CLIPPED,0.36327,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Motor vehicle is visible.
UA_OTHERS_STRAT_014,UA-DETRAC Original,MVI_40763,786,31,DETRAC-Images/DETRAC-Images/MVI_40763/img00786.jpg,NIGHT,UNSTABLE,0.15457431,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Truck is visible.
UA_OTHERS_STRAT_015,UA-DETRAC Original,MVI_40761,1615,68,DETRAC-Images/DETRAC-Images/MVI_40761/img01615.jpg,NIGHT,UNSTABLE,0.00762731,MEDIUM,BOUNDARY_CLIPPED,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Motor vehicle is visible.
UA_OTHERS_STRAT_016,UA-DETRAC Original,MVI_40762,1385,52,DETRAC-Images/DETRAC-Images/MVI_40762/img01385.jpg,NIGHT,UNSTABLE,0.01419671,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Truck is visible.
UA_OTHERS_STRAT_017,UA-DETRAC Original,MVI_40902,488,38,DETRAC-Images/DETRAC-Images/MVI_40902/img00488.jpg,RAINY,STABLE,0.03195519,LARGE,BOUNDARY_CLIPPED,0.11948,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Delivery vehicle is visible.
UA_OTHERS_STRAT_018,UA-DETRAC Original,MVI_40904,852,1,DETRAC-Images/DETRAC-Images/MVI_40904/img00852.jpg,RAINY,STABLE,0.06991226,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Tow truck is visible.
UA_OTHERS_STRAT_019,UA-DETRAC Original,MVI_40864,621,42,DETRAC-Images/DETRAC-Images/MVI_40864/img00621.jpg,RAINY,STABLE,0.01010667,MEDIUM,BOUNDARY_CLIPPED,0.7677,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Motion-blurred vehicle remains identifiable.
UA_OTHERS_STRAT_020,UA-DETRAC Original,MVI_40891,606,10,DETRAC-Images/DETRAC-Images/MVI_40891/img00606.jpg,RAINY,STABLE,0.00838425,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Van is visible.
UA_OTHERS_STRAT_021,UA-DETRAC Original,MVI_63521,1286,62,DETRAC-Images/DETRAC-Images/MVI_63521/img01286.jpg,RAINY,STABLE,0.00048642,SMALL,IN_FRAME,0.98505,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Motor vehicle is visible from elevated view.
UA_OTHERS_STRAT_022,UA-DETRAC Original,MVI_63563,539,176,DETRAC-Images/DETRAC-Images/MVI_63563/img00539.jpg,RAINY,UNSTABLE,0.04338086,LARGE,BOUNDARY_CLIPPED,0.72857,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Boundary crop appears to be part of a vehicle.
UA_OTHERS_STRAT_023,UA-DETRAC Original,MVI_40903,1007,2,DETRAC-Images/DETRAC-Images/MVI_40903/img01007.jpg,RAINY,UNSTABLE,0.07411342,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Tow truck is visible.
UA_OTHERS_STRAT_024,UA-DETRAC Original,MVI_63562,385,53,DETRAC-Images/DETRAC-Images/MVI_63562/img00385.jpg,RAINY,UNSTABLE,0.00893733,MEDIUM,BOUNDARY_CLIPPED,0.7501,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_02.jpg,Motor vehicle is visible.
UA_OTHERS_STRAT_025,UA-DETRAC Original,MVI_63552,184,17,DETRAC-Images/DETRAC-Images/MVI_63552/img00184.jpg,RAINY,UNSTABLE,0.00684862,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Motorized utility vehicle is visible.
UA_OTHERS_STRAT_026,UA-DETRAC Original,MVI_41073,1784,170,DETRAC-Images/DETRAC-Images/MVI_41073/img01784.jpg,SUNNY,STABLE,0.11361648,LARGE,BOUNDARY_CLIPPED,0.27045,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Truck is visible.
UA_OTHERS_STRAT_027,UA-DETRAC Original,MVI_41063,1282,139,DETRAC-Images/DETRAC-Images/MVI_41063/img01282.jpg,SUNNY,STABLE,0.02497321,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Truck is visible.
UA_OTHERS_STRAT_028,UA-DETRAC Original,MVI_20011,312,18,DETRAC-Images/DETRAC-Images/MVI_20011/img00312.jpg,SUNNY,UNSTABLE,0.04013357,LARGE,BOUNDARY_CLIPPED,0.66005,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Boundary crop appears vehicle-like.
UA_OTHERS_STRAT_029,UA-DETRAC Original,MVI_20062,304,17,DETRAC-Images/DETRAC-Images/MVI_20062/img00304.jpg,SUNNY,UNSTABLE,0.02808837,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Truck is visible.
UA_OTHERS_STRAT_030,UA-DETRAC Original,MVI_20063,779,22,DETRAC-Images/DETRAC-Images/MVI_20063/img00779.jpg,SUNNY,UNSTABLE,0.00241485,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Distant blurred object appears vehicle-like.
UA_OTHERS_STRAT_031,UA-DETRAC Original,MVI_40701,221,8,DETRAC-Images/DETRAC-Images/MVI_40701/img00221.jpg,CLOUDY,STABLE,0.11392631,LARGE,BOUNDARY_CLIPPED,0.00413,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Truck is visible.
UA_OTHERS_STRAT_032,UA-DETRAC Original,MVI_40241,1490,217,DETRAC-Images/DETRAC-Images/MVI_40241/img01490.jpg,CLOUDY,STABLE,0.05164406,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Van is visible.
UA_OTHERS_STRAT_033,UA-DETRAC Original,MVI_40243,383,49,DETRAC-Images/DETRAC-Images/MVI_40243/img00383.jpg,CLOUDY,STABLE,0.0107397,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Construction vehicle is visible.
UA_OTHERS_STRAT_034,UA-DETRAC Original,MVI_40212,405,53,DETRAC-Images/DETRAC-Images/MVI_40212/img00405.jpg,CLOUDY,UNSTABLE,0.2746688,LARGE,BOUNDARY_CLIPPED,0.25455,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Large vehicle is visible at boundary.
UA_OTHERS_STRAT_035,UA-DETRAC Original,MVI_40213,1579,203,DETRAC-Images/DETRAC-Images/MVI_40213/img01579.jpg,CLOUDY,UNSTABLE,0.07565722,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Cement truck is visible.
UA_OTHERS_STRAT_036,UA-DETRAC Original,MVI_40152,1191,40,DETRAC-Images/DETRAC-Images/MVI_40152/img01191.jpg,CLOUDY,UNSTABLE,0.00324213,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_03.jpg,Truck is visible.
UA_OTHERS_STRAT_037,UA-DETRAC Original,MVI_40751,906,30,DETRAC-Images/DETRAC-Images/MVI_40751/img00906.jpg,NIGHT,STABLE,0.03483922,LARGE,BOUNDARY_CLIPPED,0.61765,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_038,UA-DETRAC Original,MVI_40752,718,73,DETRAC-Images/DETRAC-Images/MVI_40752/img00718.jpg,NIGHT,STABLE,0.20063398,LARGE,IN_FRAME,0.0913,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_039,UA-DETRAC Original,MVI_40773,559,16,DETRAC-Images/DETRAC-Images/MVI_40773/img00559.jpg,NIGHT,STABLE,0.00358571,MEDIUM,IN_FRAME,0.73412,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Headlights and silhouette appear vehicle-like.
UA_OTHERS_STRAT_040,UA-DETRAC Original,MVI_39801,869,43,DETRAC-Images/DETRAC-Images/MVI_39801/img00869.jpg,NIGHT,UNSTABLE,0.03465901,LARGE,BOUNDARY_CLIPPED,0.6,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_041,UA-DETRAC Original,MVI_40863,1524,12,DETRAC-Images/DETRAC-Images/MVI_40863/img01524.jpg,RAINY,STABLE,0.12794778,LARGE,BOUNDARY_CLIPPED,0.15554,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_042,UA-DETRAC Original,MVI_40905,603,5,DETRAC-Images/DETRAC-Images/MVI_40905/img00603.jpg,RAINY,STABLE,0.07759186,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Tow truck is visible.
