image_id,condition,file_name,commons_title,source_page_url,original_url,download_url,creator,license_name,license_url,license_verified,checksum_sha256,width,height,storage_path,content_review,privacy_review,notes
WM_NIGHT_001,night,wm_night_001_file_20250123_174548_car_accident_from_west_in_dali_taichung_jpg.jpg,"File:20250123 174548 Car accident from West in Dali, Taichung.jpg","https://commons.wikimedia.org/wiki/File:20250123_174548_Car_accident_from_West_in_Dali,_Taichung.jpg",https://upload.wikimedia.org/wikipedia/commons/8/86/20250123_174548_Car_accident_from_West_in_Dali%2C_Taichung.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/20250123_174548_Car_accident_from_West_in_Dali%2C_Taichung.jpg/960px-20250123_174548_Car_accident_from_West_in_Dali%2C_Taichung.jpg,Saimmx,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,TRUE,de96b07f9b13709440d275cccb5b46672b8d337b4d1ef6e567f64a657b1498f0,640,480,storage_placeholders/online_data/frames/night/wm_night_001_file_20250123_174548_car_accident_from_west_in_dali_taichung_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_002,night,wm_night_002_file_20250123_174646_car_accident_from_east_in_dali_taichung_jpg.jpg,"File:20250123 174646 Car accident from East in Dali, Taichung.jpg","https://commons.wikimedia.org/wiki/File:20250123_174646_Car_accident_from_East_in_Dali,_Taichung.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6b/20250123_174646_Car_accident_from_East_in_Dali%2C_Taichung.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/20250123_174646_Car_accident_from_East_in_Dali%2C_Taichung.jpg/960px-20250123_174646_Car_accident_from_East_in_Dali%2C_Taichung.jpg,Saimmx,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,TRUE,4da46917afd78cc2db98e36527e6d8d0e4f54493c86874994d04e071a2654e7a,640,480,storage_placeholders/online_data/frames/night/wm_night_002_file_20250123_174646_car_accident_from_east_in_dali_taichung_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_003,night,wm_night_003_file_cars_are_driving_down_the_street_at_night_2025_jpg.jpg,File:Cars are driving down the street at night 2025.jpg,https://commons.wikimedia.org/wiki/File:Cars_are_driving_down_the_street_at_night_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Cars_are_driving_down_the_street_at_night_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Cars_are_driving_down_the_street_at_night_2025.jpg/960px-Cars_are_driving_down_the_street_at_night_2025.jpg,Pattaya Patrol,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,TRUE,8ace5bceb3c07f862c9578d921361e912593e920c4565640482f04422a9b06fe,640,427,storage_placeholders/online_data/frames/night/wm_night_003_file_cars_are_driving_down_the_street_at_night_2025_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_004,night,wm_night_004_file_city_traffic_239845887_jpeg.jpg,File:City Traffic (239845887).jpeg,https://commons.wikimedia.org/wiki/File:City_Traffic_(239845887).jpeg,https://upload.wikimedia.org/wikipedia/commons/3/34/City_Traffic_%28239845887%29.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/City_Traffic_%28239845887%29.jpeg/960px-City_Traffic_%28239845887%29.jpeg,Timur Venkov,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,79976ed7979383f50e0a32a17384660dc31d0e8acb1b15cbf02e24db3b078b0d,640,404,storage_placeholders/online_data/frames/night/wm_night_004_file_city_traffic_239845887_jpeg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_005,night,wm_night_005_file_cowes_park_road_traffic_on_firework_night_2010_jpg.jpg,File:Cowes Park Road traffic on Firework Night 2010.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Park_Road_traffic_on_Firework_Night_2010.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9d/Cowes_Park_Road_traffic_on_Firework_Night_2010.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Cowes_Park_Road_traffic_on_Firework_Night_2010.JPG/960px-Cowes_Park_Road_traffic_on_Firework_Night_2010.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,2fb4fd3de532d068922ded99f3e36bfdf6d4e3fcc1fdeeccf6c44983af9250bb,640,360,storage_placeholders/online_data/frames/night/wm_night_005_file_cowes_park_road_traffic_on_firework_night_2010_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_006,night,wm_night_006_file_cowes_park_road_traffic_on_firework_night_2010_2_jpg.jpg,File:Cowes Park Road traffic on Firework Night 2010 2.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Park_Road_traffic_on_Firework_Night_2010_2.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a3/Cowes_Park_Road_traffic_on_Firework_Night_2010_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cowes_Park_Road_traffic_on_Firework_Night_2010_2.JPG/960px-Cowes_Park_Road_traffic_on_Firework_Night_2010_2.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,dd897c0ba959c43142a230249d47f843205164a79d6b4286e3d6ec9b514251fe,640,360,storage_placeholders/online_data/frames/night/wm_night_006_file_cowes_park_road_traffic_on_firework_night_2010_2_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_007,night,wm_night_007_file_cowes_place_road_traffic_on_firework_night_2010_jpg.jpg,File:Cowes Place Road traffic on Firework Night 2010.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Place_Road_traffic_on_Firework_Night_2010.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a3/Cowes_Place_Road_traffic_on_Firework_Night_2010.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cowes_Place_Road_traffic_on_Firework_Night_2010.JPG/960px-Cowes_Place_Road_traffic_on_Firework_Night_2010.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,3632bbd7bec72245c52949bedace3ce81dbb2632be8326d3eb45b53b0bd54bce,640,360,storage_placeholders/online_data/frames/night/wm_night_007_file_cowes_place_road_traffic_on_firework_night_2010_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_008,night,wm_night_008_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_jpg.jpg,File:Cowes Tuttons Hill Park Road Firework Night 2010 closure.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure.JPG,https://upload.wikimedia.org/wikipedia/commons/9/96/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure.JPG/960px-Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,d0f6ff30f4594bbb9cdb564bb304aec2501adc62b65f3560b47815e486ecf0fb,640,360,storage_placeholders/online_data/frames/night/wm_night_008_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_009,night,wm_night_009_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_2_jpg.jpg,File:Cowes Tuttons Hill Park Road Firework Night 2010 closure 2.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_2.JPG,https://upload.wikimedia.org/wikipedia/commons/7/7c/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_2.JPG/960px-Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_2.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,e8f8efc347c5ddba6b9b8fe835e2625e980f236fb432875b21214dae239fc804,640,360,storage_placeholders/online_data/frames/night/wm_night_009_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_2_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_NIGHT_010,night,wm_night_010_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_3_jpg.jpg,File:Cowes Tuttons Hill Park Road Firework Night 2010 closure 3.JPG,https://commons.wikimedia.org/wiki/File:Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_3.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e3/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_3.JPG/960px-Cowes_Tuttons_Hill_Park_Road_Firework_Night_2010_closure_3.JPG,Arriva436,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TRUE,b300c3570f2c3bff55ac08702285687eb853ea467f7b36a560a65b402d050933,640,360,storage_placeholders/online_data/frames/night/wm_night_010_file_cowes_tuttons_hill_park_road_firework_night_2010_closure_3_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_001,rain,wm_rain_001_file_a_rainy_day_flickr_fan_d_dav_c_photgraphy_jpg.jpg,File:A rainy day - Flickr - Fan.D ^ Dav.C Photgraphy.jpg,https://commons.wikimedia.org/wiki/File:A_rainy_day_-_Flickr_-_Fan.D_%5E_Dav.C_Photgraphy.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/A_rainy_day_-_Flickr_-_Fan.D_%5E_Dav.C_Photgraphy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/A_rainy_day_-_Flickr_-_Fan.D_%5E_Dav.C_Photgraphy.jpg/960px-A_rainy_day_-_Flickr_-_Fan.D_%5E_Dav.C_Photgraphy.jpg,Fan  D,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,TRUE,0fea771af0e9051f0e2f00f29a4bf78b552ab2715afce3e8be955fc277e4e5cc,640,853,storage_placeholders/online_data/frames/rain/wm_rain_001_file_a_rainy_day_flickr_fan_d_dav_c_photgraphy_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_002,rain,wm_rain_002_file_cars_through_rainy_windshield_unsplash_jpg.jpg,File:Cars through rainy windshield (Unsplash).jpg,https://commons.wikimedia.org/wiki/File:Cars_through_rainy_windshield_(Unsplash).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Cars_through_rainy_windshield_%28Unsplash%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Cars_through_rainy_windshield_%28Unsplash%29.jpg/960px-Cars_through_rainy_windshield_%28Unsplash%29.jpg,Nadine Shaabana nadineshaabana,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,TRUE,c09f21e529dd95fad29484b9d7046981532ccce1dfbe77991cced39416817918,640,427,storage_placeholders/online_data/frames/rain/wm_rain_002_file_cars_through_rainy_windshield_unsplash_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_003,rain,wm_rain_003_file_coal_mine_canyon_32937653597_jpg.jpg,File:Coal Mine Canyon (32937653597).jpg,https://commons.wikimedia.org/wiki/File:Coal_Mine_Canyon_(32937653597).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Coal_Mine_Canyon_%2832937653597%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Coal_Mine_Canyon_%2832937653597%29.jpg/960px-Coal_Mine_Canyon_%2832937653597%29.jpg,"John Fowler from Placitas, NM, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,TRUE,98ced9fbbe9359869509ea6e6d3742c7419ab2b7f5223c0d092d9b9489161352,640,429,storage_placeholders/online_data/frames/rain/wm_rain_003_file_coal_mine_canyon_32937653597_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_004,rain,wm_rain_004_file_drover_s_road_upper_cwm_tywi_powys_geograph_org_uk_1501593_jpg.jpg,"File:Drover's road, upper Cwm Tywi, Powys - geograph.org.uk - 1501593.jpg","https://commons.wikimedia.org/wiki/File:Drover%27s_road,_upper_Cwm_Tywi,_Powys_-_geograph.org.uk_-_1501593.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ae/Drover%27s_road%2C_upper_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501593.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Drover%27s_road%2C_upper_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501593.jpg,Roger  Kidd,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,TRUE,41028601a9dd56003fa1eca84929c9cc8f9bf1130084dafa0098cd1788b0fb8f,507,640,storage_placeholders/online_data/frames/rain/wm_rain_004_file_drover_s_road_upper_cwm_tywi_powys_geograph_org_uk_1501593_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_005,rain,wm_rain_005_file_drover_s_road_upper_cwm_tywi_powys_geograph_org_uk_1501603_jpg.jpg,"File:Drover's road, upper Cwm Tywi, Powys - geograph.org.uk - 1501603.jpg","https://commons.wikimedia.org/wiki/File:Drover%27s_road,_upper_Cwm_Tywi,_Powys_-_geograph.org.uk_-_1501603.jpg",https://upload.wikimedia.org/wikipedia/commons/6/62/Drover%27s_road%2C_upper_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501603.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Drover%27s_road%2C_upper_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501603.jpg,Roger  Kidd,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,TRUE,a87f71f1e97f3a91eff792fa5ee03ecd0682ec2a18476cd78c766dbd6a2fa8de,509,640,storage_placeholders/online_data/frames/rain/wm_rain_005_file_drover_s_road_upper_cwm_tywi_powys_geograph_org_uk_1501603_jpg.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
WM_RAIN_006,rain,wm_rain_006_file_drover_s_road_at_nant_y_stalwyn_cwm_tywi_powys_geograph_org_uk_15.jpg,"File:Drover's road at Nant-y-Stalwyn, Cwm Tywi, Powys - geograph.org.uk - 1501506.jpg","https://commons.wikimedia.org/wiki/File:Drover%27s_road_at_Nant-y-Stalwyn,_Cwm_Tywi,_Powys_-_geograph.org.uk_-_1501506.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c1/Drover%27s_road_at_Nant-y-Stalwyn%2C_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501506.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Drover%27s_road_at_Nant-y-Stalwyn%2C_Cwm_Tywi%2C_Powys_-_geograph.org.uk_-_1501506.jpg,Roger  Kidd,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,TRUE,5c37680555261ebf0acf83826211377198256970ee7744cd7c8e948c27ab3a2e,480,640,storage_placeholders/online_data/frames/rain/wm_rain_006_file_drover_s_road_at_nant_y_stalwyn_cwm_tywi_powys_geograph_org_uk_15.jpg,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,"Ảnh bổ sung; condition là truy vấn tìm kiếm, chưa phải ground truth."
