image_id,video_id,source_id,session_id,file_name,frame_index,timestamp_seconds,width,height,condition,source_type,camera_type,contains_vehicle,vehicle_count,split,duplicate_status,quality_status,storage_path,notes
WM_RAIN_008,,SRC_ONL007,,wm_rain_008_file_holidays_route_218562369_jpeg.jpg,,,640,428,rain,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/rain/wm_rain_008_file_holidays_route_218562369_jpeg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_RAIN_009,,SRC_ONL007,,wm_rain_009_file_kessock_bridge_with_rosehaugh_beneath_it_in_beauly_firth_loch_bea.jpg,,,640,352,rain,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/rain/wm_rain_009_file_kessock_bridge_with_rosehaugh_beneath_it_in_beauly_firth_loch_bea.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_001,,SRC_ONL007,,wm_backlight_001_file_43rd_avenue_and_lincoln_way_san_francisco_night_time_mirage_2_jpg.jpg,,,640,427,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_001_file_43rd_avenue_and_lincoln_way_san_francisco_night_time_mirage_2_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_002,,SRC_ONL007,,wm_backlight_002_file_a43_roundabout_rothwell_road_kettering_geograph_org_uk_7100405_jp.jpg,,,640,426,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_002_file_a43_roundabout_rothwell_road_kettering_geograph_org_uk_7100405_jp.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_003,,SRC_ONL007,,wm_backlight_003_file_arnold_1913_pg_269_jpg.jpg,,,640,396,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_003_file_arnold_1913_pg_269_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_004,,SRC_ONL007,,wm_backlight_004_file_arnold_1913_pg_269_cropped_jpg.jpg,,,640,449,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_004_file_arnold_1913_pg_269_cropped_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_005,,SRC_ONL007,,wm_backlight_005_file_at_manchester_2019_012_jpg.jpg,,,640,480,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_005_file_at_manchester_2019_012_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_006,,SRC_ONL007,,wm_backlight_006_file_bart_train_and_san_francisco_sunset_skyline_august_2018_jpg.jpg,,,640,480,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_006_file_bart_train_and_san_francisco_sunset_skyline_august_2018_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_007,,SRC_ONL007,,wm_backlight_007_file_border_117853999_jpeg.jpg,,,640,377,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_007_file_border_117853999_jpeg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_008,,SRC_ONL007,,wm_backlight_008_file_cairo_street_scenes_dec_2008_jpg.jpg,,,640,425,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_008_file_cairo_street_scenes_dec_2008_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_009,,SRC_ONL007,,wm_backlight_009_file_city_light_167226535_jpeg.jpg,,,640,405,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_009_file_city_light_167226535_jpeg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_BACKLIGHT_010,,SRC_ONL007,,wm_backlight_010_file_comet_panstarrs_explored_mar_13_2013_55_flickr_russ_jpg.jpg,,,640,427,backlight,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/backlight/wm_backlight_010_file_comet_panstarrs_explored_mar_13_2013_55_flickr_russ_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_001,,SRC_ONL007,,wm_negative_001_file_901_woodville_highway_wakulla_station_florida_jpg.jpg,,,640,480,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_001_file_901_woodville_highway_wakulla_station_florida_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_002,,SRC_ONL007,,wm_negative_002_file_amboy_california_usa_hist_route_66_2012_1_jpg.jpg,,,640,325,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_002_file_amboy_california_usa_hist_route_66_2012_1_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_003,,SRC_ONL007,,wm_negative_003_file_amboy_california_usa_2012_4_jpg.jpg,,,640,427,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_003_file_amboy_california_usa_2012_4_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_004,,SRC_ONL007,,wm_negative_004_file_an_empty_m62_motorway_geograph_org_uk_7930850_jpg.jpg,,,640,480,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_004_file_an_empty_m62_motorway_geograph_org_uk_7930850_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_005,,SRC_ONL007,,wm_negative_005_file_autobahn_13_ch_20200328_jpg.jpg,,,640,416,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_005_file_autobahn_13_ch_20200328_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_006,,SRC_ONL007,,wm_negative_006_file_dscf1036_empty_city_street_at_night_with_streaks_of_headlights_an.jpg,,,640,427,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_006_file_dscf1036_empty_city_street_at_night_with_streaks_of_headlights_an.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_007,,SRC_ONL007,,wm_negative_007_file_dscf1047_empty_highway_at_night_with_streaking_taillights_and_ill.jpg,,,640,427,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_007_file_dscf1047_empty_highway_at_night_with_streaking_taillights_and_ill.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_008,,SRC_ONL007,,wm_negative_008_file_desert_empty_highway_unsplash_jpg.jpg,,,640,427,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_008_file_desert_empty_highway_unsplash_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_009,,SRC_ONL007,,wm_negative_009_file_dülmen_merfeld_baustelle_der_bundesstraße_67n_2020_8958_jpg.jpg,,,640,427,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_009_file_dülmen_merfeld_baustelle_der_bundesstraße_67n_2020_8958_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_NEGATIVE_010,,SRC_ONL007,,wm_negative_010_file_emptyhwy407_2_jpg.jpg,,,640,424,negative,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/negative/wm_negative_010_file_emptyhwy407_2_jpg.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
WM_RAIN_010,,SRC_ONL007,,wm_rain_010_file_drover_s_road_at_nant_y_stalwyn_cwm_tywi_powys_geograph_org_uk_15.jpg,,,640,463,rain,OPEN_DATASET,UNKNOWN,UNVERIFIED,,UNASSIGNED,NOT_CHECKED,NEEDS_MANUAL_REVIEW,storage_placeholders/online_data/frames/rain/wm_rain_010_file_drover_s_road_at_nant_y_stalwyn_cwm_tywi_powys_geograph_org_uk_15.jpg,"Ảnh demo từ Wikimedia Commons; condition dựa trên truy vấn, chưa phải ground truth."
